X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
IFT80	-0.376021532	0.264673663	0.43559853	-0.179701218	0.075174366	0.158913036	-0.021887121	0.104656244	-0.08744383	0.04481517	0.579716626	-0.288741262	0.199381281	0.482429121	0.181718067	0.440815524	0.645541609	-0.105318461	-0.415107807	0.095246487	-0.125718971	0.131924056	0.309402295	-0.269098075	-0.164233666	0.181184351	-0.051922085	0.228101913	0.08512717	0.331722655	-0.013504555	-0.011240661	-0.026975318	-0.125865238	-0.253221977	-0.220038004	-0.095447391	-0.125890441	-0.037077983	-0.103229888	0.358648206	-0.112669089	0.338185847	0.359150835	-0.367356385	-0.157879111	-0.006553248	-0.063297054	-0.353546995	0.030692001	0.372597155	-0.069968185	0.017559051	-0.144522788	-0.187229454	0.069858115	0.001079189	0.017954749	-0.122282088	-0.363927517	0.181689408	-0.213343177	0.045089541	-0.064521875	0.080214585	-0.024044661	-0.3919581	-0.134093449	-0.099750118	0.069657705	-0.030852276	0.067172623	0.124557822	0.066804649	-0.246910808	0.114803713	-0.109196459	0.16537414	0.183193214	0.167685032	0.026771157	-0.088998397	-0.344673009	-0.155949801	-0.534794951	-0.068687383	-0.447481818	-0.325584682	0.370131377	-0.157801329	0.029480755	-0.015127805	-0.329572778	-0.180263284	-0.171410641	-0.058567907	-0.350260053	-0.442683062	-0.121552555	0.169647879
TDRD1	-0.192852785	-0.520563336	-0.243868724	0.256482377	0.261218207	-0.420868811	-0.039285209	0.437424192	1.234818082	0.372243637	0.34802313	0.166491781	-0.063441773	-0.488420462	-0.136100791	-0.356779856	0.059224169	0.178784486	0.132616022	0.326452645	0.388946929	-0.033686452	0.444458151	-0.146920983	0.002877952	0.568799879	-0.089003274	0.369754814	-0.50426376	0.729395141	-0.191539075	0.569737044	-0.548505249	-0.411115868	-0.153155979	-0.024664939	0.155513549	-0.24979469	0.069213653	-0.06609855	0.347367305	-0.352792191	-0.027800469	-0.007379209	0.089849133	-0.074961998	-0.012144254	-0.141381914	0.893559346	0.060025291	0.066524842	-0.075832298	-0.040375186	-0.351912308	-0.059809054	-0.021414422	-0.656390221	-0.402292095	1.083584369	0.242991014	-0.235885327	-0.194012048	-0.187624544	-0.056156563	-0.090137257	-0.048558358	0.127588505	-0.457414436	-0.203136917	-0.45624604	-0.260669456	-0.084602364	-0.563941429	0.044886035	-0.248910474	0.60647398	0.002048377	0.179072239	-0.338170588	0.194592795	-0.063567729	-0.539732431	-0.27928697	-0.17365772	0.072854273	0.243195524	-0.296113643	1.129657799	-0.52358979	0.239204985	0.599946423	0.028831099	-0.015873438	0.231322251	-0.435471489	-0.068298522	-0.612281631	-0.218886079	-0.026963846	-0.669734862
MAPRE2	0.339499064	-0.356736779	0.140041987	-0.260326119	-0.635947158	-0.064727503	0.073713389	-0.463882748	0.095167042	-0.248168204	-0.379270008	-0.041335416	0.165645333	0.447494353	0.286079888	-0.079987318	0.177856961	-0.116418473	1.061239391	-0.256562404	0.125401693	-0.343233547	0.490111218	0.511001302	-0.178263621	-0.114085245	-0.275847889	-0.30669431	0.012306451	0.085860775	-1.031445824	0.34739976	-0.447029801	-0.103031669	0.608129946	0.270135406	-0.298346511	-0.272423195	-0.070450341	0.13639821	-0.483475285	-0.492466843	-0.568024233	-0.075841318	-0.046532022	0.279839224	-0.102188152	0.226224473	0.071890435	-0.113214802	-0.168696204	0.13014785	-0.12194166	-0.209156602	0.046684484	0.255468104	-0.409042085	-0.609002018	0.335280218	0.372422871	0.251667682	0.271693041	-0.223899659	0.227338977	-0.393326575	-0.167156288	0.052202277	-0.452646102	0.396628217	-0.325157514	-0.189829119	0.191017191	0.021850314	0.180446167	0.454265349	-0.084402481	-0.394801554	-0.393838268	-0.30754234	-0.819661823	-0.028791281	0.031204344	0.454081218	0.144441426	-0.395166452	-0.14561319	0.107246452	0.26256415	-0.238881822	-0.210836797	0.041769318	-0.451606877	-0.324642184	-0.098479409	0.379995827	-0.051062951	0.263266223	-0.314490304	0.228974005	-0.464875562
PLD1	-0.31185333	-0.217198955	0.318290055	-0.30431734	-0.621399702	0.079933919	0.406076313	-0.48055652	-0.048517001	-0.333507981	0.231405557	-0.21268634	-0.420251138	0.471349737	0.215555261	0.653530512	0.670763585	-0.745347141	-0.216999102	-0.171871041	-0.252914382	-0.071396112	0.405013793	0.120538996	-0.470507971	0.060012618	-0.072538625	-0.932587322	0.487490089	-0.281565332	-0.468402957	0.087444051	-0.156892339	-0.590577276	0.506723658	0.175376944	-0.536549348	-0.346332763	-0.015321128	0.024722516	-0.239512129	-0.008631916	0.267736188	-0.480883731	-0.358547772	0.107100546	-0.470959438	-0.535262854	-0.177216197	-0.25645026	0.085484345	-0.382566445	-0.056873073	-0.421039401	0.062542531	0.398276185	-0.181974843	0.245753827	-0.182864001	-0.300056251	0.180393069	0.569474139	-0.045639107	0.136718887	-0.255710064	-0.252748416	-0.522653971	-0.413715991	0.435145735	0.064849377	-0.15091511	0.043030299	0.073679249	-0.036785797	0.099400362	-0.168837146	0.103062378	0.138129749	0.290538065	-0.416445315	-0.053477724	0.092200148	0.215923461	-0.14379823	-0.579665682	-0.095466117	-0.162705885	-0.156931444	0.434773294	0.034895762	0.00753242	-0.124384418	0.138538779	0.191979559	0.696875354	-0.048164774	0.110727864	-0.259800892	0.261236563	-0.216865499
SNORD113-3	0.838732605	0.347543339	0.405249558	0.157061325	0.022740068	-0.190623091	-0.175218173	0.35191984	0.186912347	0.12841576	-0.276829474	-0.207141426	0.241541057	-0.016884803	0.189135632	-0.70237718	-0.105942172	0.307921635	0.171409969	-0.278117906	0.023940449	-0.103287616	0.016053518	-0.405336832	-0.123820135	0.483714563	-0.037989709	-0.235415167	-0.33484205	0.373145654	-0.407023069	0.535270477	-0.059356915	-0.114805328	-0.034142372	-0.240533082	-0.403268069	-0.211174567	0.384513629	-0.429285359	-0.128346186	-0.19026861	-0.398455977	0.025600877	-0.251312676	0.10067135	0.062633279	0.325702277	0.775288176	0.23320447	-0.062459105	-0.068629853	0.216216977	0.249323741	-0.154711758	0.035686945	-0.895916265	-0.120980805	0.441110721	0.238450066	0.098928365	-0.232851085	0.183366466	-0.013680171	0.251993763	0.123010061	-0.753906237	-0.122933723	-0.120555261	0.299847676	0.029857972	-0.338649787	0.070970687	0.208013137	-0.041794864	-0.202002803	0.240211379	0.473089748	0.028351075	-0.352989979	0.083909769	0.243338738	0.094163995	0.20530109	-0.5357922	-0.032050097	0.144324417	0.147675113	0.059988517	-0.481188098	-0.445091315	-0.206769381	-0.592243505	-0.221309737	0.06301018	-0.451671975	-0.300149731	0.044055381	0.052131533	-0.051240229
MIF	0.24828013	-0.030362655	-0.292458609	0.2933214	0.044151748	-0.330995699	0.22067352	-0.104589987	0.205201574	-0.133477061	-0.232869995	0.008004136	0.037469703	-0.272284009	-0.422828472	-0.518408219	-0.51496833	-0.294180003	-0.279201851	-0.061035001	0.130784683	-0.515409048	-0.257450857	0.582201785	0.102523374	-0.089834051	-0.034676893	-0.091943374	0.019515571	-0.139896922	-0.09142039	0.087899734	-0.058493655	0.364267989	0.480076963	0.426379404	-0.022581226	-0.026467282	-0.241210885	0.003142897	-0.177364789	-0.287887823	-0.335773205	-0.015775304	0.280822749	-0.010984346	0.243691815	0.088226515	0.514132297	0.141059833	0.112267044	-0.008197262	-0.210676644	0.021349917	0.182177403	-0.034565473	-0.385659707	-0.025817216	0.090095933	0.3836377	-0.236276185	0.42207526	-0.464953711	0.485969406	-0.324371137	-0.155984017	0.622670217	0.002496597	0.154446919	-0.325048654	-0.1276767	-0.1456249	-0.183934207	0.330957858	0.583393128	0.199417216	0.163408175	-0.16632233	-0.502740166	-0.513799242	-0.320199466	0.122479342	0.58904365	0.309219822	0.546030091	0.260078974	0.116168034	0.320902895	-0.63197993	0.121732327	-0.132623111	-0.027552044	-0.045426613	-0.051463314	0.258360177	0.24859047	0.169175043	-0.138131864	0.050295088	-0.198656705
NOX4	-0.431474871	-0.439179919	-0.153016164	0.751850253	0.058166063	-0.358570197	-0.122189226	-0.497090401	0.313656011	-0.464787023	-0.112601843	-0.280274744	-0.089933321	-0.539644352	-0.818370927	-0.510946285	-0.422138155	-0.773174821	-0.516422182	-0.145945714	-0.034263873	-1.287738486	-0.101686062	-0.122793515	0.352491065	0.443547664	0.123272869	-0.12145887	-0.273145982	0.569153227	-0.106745644	0.743455437	0.768889393	-0.32340112	0.957950814	0.396959105	0.126035543	0.049875761	0.070787698	-0.064443033	0.119882662	0.161373361	-0.24117046	-0.055580175	1.104305671	1.394281081	0.990576447	-0.425292239	1.052327291	0.316180953	0.575445576	-0.204103863	-0.251678199	-0.021734977	0.250687831	0.161449062	-0.612270318	0.289130563	-0.194432557	0.415836688	-0.863384783	0.34238897	-0.223961024	1.18108957	-0.127514351	0.393837835	-0.235895178	-0.963546225	0.553276468	-0.257650004	-0.700636552	-0.395426476	-0.772683756	-0.038958375	0.58499933	-0.503735094	-0.085732435	0.870281351	-0.674522441	-0.530480728	-0.86180029	0.748310726	0.475502533	-0.132636542	0.157336255	-0.145984311	0.272964434	0.209354324	-0.004976539	0.197807683	-0.287196677	0.077605469	-0.3330473	-0.521740141	0.685785457	0.257088839	0.086053618	-0.003852149	0.64881408	0.130057954
PLXNB2	-0.04293265	-0.355044827	0.270735639	0.046465256	-0.026013799	0.108875583	0.13061165	0.004070579	0.210650029	-0.298900698	0.106395001	0.061043623	-0.001554621	0.128319532	0.218629849	0.058681361	0.33675004	-0.125760751	0.107186836	-0.041652139	-0.222488844	-0.031109874	0.424483157	0.190704652	0.012431857	0.026340663	-0.088030948	-0.101009007	0.187557095	0.344286501	-0.152772001	-0.006972239	0.155670283	-0.149339677	-0.18396553	-0.00355648	-0.373640362	-0.094017002	-0.289025851	-0.232847278	0.017381463	-0.015993949	0.042360899	-0.141817066	-0.000267725	-0.106860524	-0.320154859	-0.137687761	-0.064354132	-0.277638219	0.151153606	-0.043835592	-0.02929015	-0.294149279	-0.003033687	0.001200999	0.087788036	-0.0387514	0.4605807	-0.048423948	0.14190605	-0.073287508	-0.167987844	0.137133693	-0.222809646	0.14287598	0.004643491	0.138848465	-0.097238782	-0.11025709	0.122329684	0.064223685	-0.017223003	0.080601362	0.215294912	-0.072163211	-0.287682579	-0.149955397	-0.203975683	-0.422819437	-0.040667185	-0.222684891	-0.116700463	0.049437562	0.241624655	0.272165531	-0.047893432	-0.146488682	0.333069822	-0.009802586	0.00329316	-0.404860287	0.086657414	-0.138506298	-0.270016963	-0.116944095	-0.211732176	-0.277988429	-0.050799272	-0.02720898
STIP1	0.141278582	0.115287579	-0.156840397	0.071871848	0.134043254	-0.295071898	-0.227804768	-0.018972477	-0.11068432	0.271502013	-0.479399919	0.070367525	0.275889562	-0.361827801	-0.527143943	-0.337983597	-0.381752459	-0.032807058	0.029376613	-0.181342232	0.228435329	-0.287321845	-0.163634795	-0.033740027	0.208017338	-0.152582709	0.030419892	0.056802978	-0.176291786	-0.099013691	-0.421756634	0.098751652	0.007552477	0.150735198	0.371797181	0.164284299	0.107068619	-0.201291289	0.080721134	0.242527471	-0.14357253	0.128012927	-0.202916197	0.072753586	0.123861079	0.219745249	0.135289982	0.135742089	0.399325122	0.30800063	-0.265519499	0.141771274	-0.038604087	0.123838423	0.018248406	0.111588393	-0.533231666	-0.07276768	0.128721689	0.593381802	-0.245713984	0.01280772	0.025743757	0.376512905	-0.114231687	0.091713871	0.048588708	-0.077378266	0.08686345	-0.113987286	0.029892626	-0.060970538	-0.32963296	0.087873016	0.194377763	-0.333568097	0.055285023	0.021176645	-0.487868335	-0.044901556	-0.178054836	0.130499766	0.251365303	0.197595345	0.109555648	0.13731529	0.238462534	0.214380554	-0.421531506	-0.007902091	-0.034701323	0.120078578	-0.158680274	0.036837133	0.231587272	0.132516757	0.14663712	0.04331333	0.037905052	-0.098852787
HNRNPM	-0.109660467	0.493374601	-0.117659305	-0.140463422	0.146152381	-0.108963421	-0.310562962	-0.002856142	-0.253569012	0.439634038	-0.33845972	-0.263160801	0.419975326	-0.173953734	-0.25825916	-0.200960649	-0.343003329	-0.195640289	-0.364119516	-0.267401435	-0.048802557	0.057102537	-0.455180509	-0.432959392	0.292717007	-0.088691252	0.084678708	0.369314043	-0.155630517	-0.395651872	-0.12630805	-0.075429181	0.045022373	0.362802506	0.48148183	-0.176639554	0.445581743	0.005549449	0.475625169	0.558939011	-0.120093362	0.242019372	-0.275949309	0.377200413	0.19371545	0.228365186	0.399250275	0.273988733	0.227063591	-0.004032685	-0.387700614	0.331433334	-0.07161231	0.313959857	-0.037858374	0.035318783	-0.583306364	-0.055877651	-0.372838392	-0.068610102	-0.220041721	0.075539712	0.264783785	0.291023396	0.274353048	-0.051158273	-0.626734968	-0.114859483	0.131539967	0.105186664	-0.240230418	-0.244501773	-0.187797801	-0.308957037	-0.178935284	-0.161743003	0.15773319	-0.002834952	0.045978193	0.531888772	-0.354756825	0.006181663	0.193417462	0.068180244	-0.540376609	-0.178839238	0.058505199	0.182382455	-0.21514096	0.266012135	0.261747919	0.501361664	-0.165703061	0.217870881	0.349902837	0.354409702	0.254963781	0.21604597	0.107565429	0.033800031
NAV3	0.589000601	0.476168853	0.171085202	0.109572463	0.075277984	-0.377537492	-0.240538982	-0.241621034	-0.377702907	-0.333948204	-0.192086626	-0.048344186	0.374596233	-0.324589352	-0.154305901	0.012581402	0.205114828	-0.001863441	0.113116479	0.290784452	0.39432103	0.152751712	0.10743859	0.141568613	-0.029222032	0.350510268	0.304874849	-0.196420981	-0.245472126	0.431978755	0.068432669	-0.155305535	-0.241218548	-0.085451866	-0.064799771	0.358196513	-0.364196582	-0.315163879	-0.164591985	-0.17241024	0.236505222	-0.623359406	0.174366273	-0.270563131	-0.429930787	0.314534162	-0.219708335	0.275705819	0.031080823	0.380411271	0.205441469	0.006934086	0.105989363	-0.01472524	-0.347230868	0.009024274	-0.358878418	-0.266058861	0.307382063	0.191310221	0.438113784	0.147477005	0.119271309	0.229680227	0.214677988	0.297403587	0.265068275	0.049853716	-0.065453197	0.155024246	0.008057213	0.27991616	-0.284103415	0.10920134	0.092674941	-0.157685572	0.468259321	-0.027961362	-0.102669499	-0.145463698	-0.10083272	-0.005157636	-0.365321105	-0.011103878	-0.188970318	0.151026341	0.506010841	0.377474837	0.172533141	-0.313632851	0.370166671	-0.536937664	0.068454228	-0.151783178	0.249819352	-0.376153523	-0.012884212	-0.554390934	0.312867375	-0.478329649
GUCY1A3	-0.020574734	-0.2214994	0.792617795	-0.277563071	-0.364491455	0.362317485	0.23280755	-0.217428818	-0.350957291	-0.448279672	0.507193522	-0.214090383	-0.69355928	0.525037403	1.356884139	0.814326059	1.617832088	-0.102002885	-0.269901723	0.044040973	-0.539774312	0.866548907	0.42632459	-0.069429412	-0.074681731	-0.201012151	-0.367747224	-0.230082129	0.130211196	-0.062466729	0.168560113	-0.339210674	-0.229951294	-0.176304825	-0.392291022	-0.175863405	-0.114947749	-0.391070099	-0.177269426	-0.138192925	-0.498653283	0.051183838	0.733519612	-0.472277561	-0.225630307	-0.249159633	-0.210307255	-0.20112522	-0.443539357	-0.188305468	0.042847107	0.049321225	0.190174458	-0.110611994	-0.230356348	-0.034801086	0.056125864	0.023868775	-0.16843511	-0.110296534	0.740180893	0.037597531	-0.336891658	-0.215265919	0.198519493	-0.188275852	-0.203710233	-0.033709713	-0.051154797	1.264676764	0.352390915	0.25907996	0.539457737	-0.164967437	-0.272667931	0.614521881	0.253391186	0.09636377	0.426736482	-0.114881384	0.056378649	-0.400985509	-0.065706198	-0.043494498	-0.421439501	-0.303721507	-0.484774437	-0.443089358	0.816589125	-0.127980688	0.11553431	-0.070823799	0.556872734	0.05317274	-0.319179228	-0.290727113	0.009687649	-0.547337306	-0.124540535	-0.089527149
NMT2	0.299248257	0.620844632	-0.358589725	-0.482259992	0.38424375	-0.272943928	-0.263656249	-0.153012532	-0.31122643	0.175691291	-0.408217517	-0.348030862	0.791176761	-0.441380546	-0.359630614	0.092469929	-0.206379442	0.19983567	0.36087993	-0.175706307	0.362406308	0.614400193	-0.165226789	-0.049237704	0.417388876	0.372498742	0.056180987	-0.189092407	-0.599574827	-0.333760729	-0.371771624	0.11018811	-0.291629543	0.462573975	0.261967448	0.258961034	0.030061549	-0.012960512	0.387614908	0.468282095	0.418365282	-0.392192207	0.371308853	0.469204224	-0.703943266	0.055032371	-0.208917022	0.354499449	-0.205065327	-0.208175227	-0.394893428	0.325614704	-0.195206979	-0.204464149	-0.089402738	-0.052486929	-0.316338128	0.069555618	0.192747749	-0.06791541	0.257752947	0.272580468	0.365362231	-0.074233824	0.255083752	-0.144844303	-0.008342205	0.018405415	-0.358079378	0.301385141	0.465005522	0.456976266	-0.317341473	0.089431047	0.196636183	-0.112572606	-0.286312735	-0.369807529	0.050961843	-0.186387042	-0.202089926	0.19452843	0.134418486	0.228615487	0.121095324	-0.384274785	-0.029052791	-0.052855049	-0.222766153	0.060187643	0.181020063	-0.207955004	0.196547332	0.560454555	-0.242964974	0.201058957	0.119400744	0.129383107	0.188468891	-0.048034645
NEK2	-0.581954549	1.24683454	-0.657230403	0.33591878	0.255722185	-0.303071315	-0.72079273	0.348440454	-0.726055368	1.463828039	-0.613919381	-0.415467587	1.203696086	-0.433448767	-1.344615171	-0.569587267	-0.948475405	0.659932044	-1.542798225	-0.124082502	0.084077958	0.811973148	-0.971829291	-0.634836387	0.564072699	-0.633014436	-0.011848158	0.885397583	-0.653551342	-0.636174895	0.047331064	-0.268747132	-0.215305083	1.093467323	0.569024572	-0.456841733	0.572033445	-0.292697527	0.94122462	0.901608484	0.062098879	-0.066741468	-0.518082076	0.595364992	0.006074505	-0.032186752	0.291419278	0.605572668	0.619873413	-0.428867218	-0.363642562	0.775127144	0.382647229	0.247849638	-0.226027117	-0.150953479	-0.798237065	-0.074839358	-0.677197898	-0.804851351	-0.514809142	0.135398075	0.909334672	0.277805719	0.693413699	-0.004676941	-0.489737069	0.244642706	0.337222472	-0.145813414	0.236659346	-0.051742077	-0.337321218	-0.273658805	-0.323094426	-0.670671827	0.388454371	-0.428215288	0.39188642	0.865487125	-0.302880696	-0.024363129	0.180262965	0.2968049	-0.657348986	-0.195475572	0.377177602	0.390542586	-0.519314737	0.496896488	0.735315102	1.202378313	-0.046860699	0.433575662	0.505459774	0.643549204	0.415687066	0.666132001	0.035286033	-0.292724647
PLCB4	0.937862188	0.686601796	0.162968097	0.392250101	0.379653494	0.423283849	0.302147031	0.347390941	-0.597748926	0.106811847	-0.134026056	-0.417564203	0.904597257	-0.219020903	0.825331226	0.208363513	0.957895963	0.717508743	1.585420006	0.190544643	0.609060011	-0.03244302	0.061429197	0.002792032	-0.758865619	-0.605944737	0.282700746	-0.621732427	0.114318409	0.341742542	-0.684928009	-0.0622268	-0.615152211	-0.641131906	-1.566608862	-0.538058169	-0.878020073	-0.277275304	0.063226536	-0.089784603	0.355651615	-0.136103193	-0.232865023	-0.118143637	-0.934064589	0.38431582	-0.919490193	0.058540871	-0.608459575	0.467927228	0.151166401	-0.226597883	0.106121414	-0.129356798	-0.474184572	0.127603068	-0.547231554	-0.118310266	0.127460723	0.24560848	0.287154077	-0.464278405	-0.0266006	-0.264283258	0.079332966	0.177299838	0.418773288	0.222746608	-0.907623281	-0.111918783	0.573165769	0.429413017	0.3209599	0.748888192	1.11827101	-0.779277937	0.06476464	0.303575542	0.467032576	-1.098867352	0.546780157	-0.105547861	-0.428220801	-0.154926307	-0.395167921	-0.343976467	0.574556842	-0.640752271	0.239326488	-0.888508943	-0.261163317	-0.52758361	-0.393589544	-0.28852771	-0.210166837	-0.918338134	-0.450376318	-0.63162936	0.179978021	-1.075389776
LPHN3	-0.039961849	-0.622184787	-0.302385753	-0.063654566	-0.240665503	-0.120057709	0.257671008	-0.247714586	0.07165049	-0.415502714	-0.117328203	-0.054007436	-0.222632095	-0.078344766	0.425721076	0.01754071	0.911231568	-0.196088118	-0.396661202	0.071329587	0.415751196	-0.652719967	0.3482516	-0.050252301	-0.124139867	-0.172254349	-0.374595041	-0.344252196	0.38670466	-0.189640445	-0.044556278	-0.257929	-0.545466401	-0.164705862	-0.102619758	0.096784543	-0.411406309	-0.170342273	0.073620952	-0.25697129	-0.332669335	-0.331722265	0.059202968	-0.075143042	0.006786373	0.372237315	-0.342197913	-0.224562024	-0.119194108	0.254199788	-0.117744438	-0.296045927	-0.277706911	-0.452868969	-0.348952743	0.300196352	-0.531573837	0.052620453	-0.286396021	-0.253375665	0.142939345	0.010436471	-0.219645734	-0.183132777	0.107007545	-0.109782792	-0.159002452	-0.091974561	-0.086851071	-0.289795667	0.156669084	0.081757181	0.128356069	-0.448477669	0.369090963	-0.164308976	2.221570502	0.789751192	-0.016857742	-0.247795768	-0.151023482	-0.335560471	-0.135898731	-0.38094205	-0.351406567	-0.242344905	0.826312531	0.058583691	-0.006651076	-0.09014897	-0.144691924	0.132241642	-0.214389293	-0.071110492	0.341321803	-0.014132576	-0.377272495	-0.166228254	-0.053172867	-0.647433679
